Unnamed: 0,ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,FullName
2454771,fe2b12e6ba6eceb9,activemil,/m/03bt1vf,1,0.039375,0.353125,0.190833,0.995,0,0,0,0,0,Woman
832737,5504d1ccf60ccbb8,xclick,/m/03bt1vf,1,0.239375,0.370625,0.026266,0.329268,1,0,0,0,0,Woman
934993,5f7b58ff91637f9b,xclick,/m/03bt1vf,1,0.33375,0.453125,0.290019,0.8644069999999999,0,0,0,0,0,Woman
1244393,7f122cae566a598f,xclick,/m/03bt1vf,1,0.665,0.728125,0.463333,0.573333,1,0,0,0,0,Woman
613958,3e5a14556ae4f2fd,xclick,/m/03bt1vf,1,0.44915299999999997,0.986817,0.16,0.958125,1,0,0,0,0,Woman
1343033,893faa2007a31a74,xclick,/m/03bt1vf,1,0.5725,0.601875,0.451734,0.521087,1,0,0,0,0,Woman
1353322,8a3aff8ebe51cd10,xclick,/m/03bt1vf,1,0.84625,0.9075,0.011257,0.21482199999999999,1,0,0,0,0,Woman
1461516,9559cc9aa5099c77,xclick,/m/03bt1vf,1,0.5966670000000001,0.718333,0.1375,0.33125,1,0,0,0,0,Woman
1972946,c9f19eb67a17fcab,xclick,/m/03bt1vf,1,0.0,0.1475,0.300188,0.9990620000000001,1,1,0,0,0,Woman
1004673,66aa985ace832d1a,xclick,/m/03bt1vf,1,0.632812,0.953125,0.559203,0.689332,1,0,0,0,0,Woman
1583682,a1eba9bb7fa2097f,xclick,/m/03bt1vf,1,0.815625,0.921875,0.408835,0.6503760000000001,1,0,0,0,0,Woman
1303905,8529dbbe78e8c114,xclick,/m/03bt1vf,1,0.43125,0.98,0.030833,0.995,1,1,0,0,0,Woman
285593,1c9f45c2a2412544,xclick,/m/03bt1vf,1,0.5,0.5898439999999999,0.392732,0.842907,1,0,0,0,0,Woman
994403,659a332c0058140a,xclick,/m/03bt1vf,1,0.49642299999999995,0.782547,0.034259,0.9212959999999999,1,0,0,0,0,Woman
2233776,e56cdcba16825c89,xclick,/m/03bt1vf,1,0.935625,0.999375,0.775833,0.848333,1,1,0,0,0,Woman
2007287,cd70538f6ff3911b,xclick,/m/03bt1vf,1,0.488125,0.7125,0.48458199999999996,0.998899,0,1,0,0,0,Woman
2141495,db5c5fab1886222d,xclick,/m/03bt1vf,1,0.0,0.661875,0.00367,0.9990829999999999,1,1,0,0,0,Woman
1864177,bec94dd466d1201d,xclick,/m/03bt1vf,1,0.68125,0.845625,0.581921,0.838983,1,0,0,0,0,Woman
670632,44395a9c71aa65b7,xclick,/m/03bt1vf,1,0.5273439999999999,0.624023,0.338542,0.5976560000000001,1,0,0,0,0,Woman
1049170,6b34e988bd40137f,xclick,/m/03bt1vf,1,0.271487,0.9986360000000001,0.087605,0.9990680000000001,1,1,0,1,0,Woman
920314,5de8f5c9653e6c89,xclick,/m/03bt1vf,1,0.891875,0.98875,0.418333,0.776667,1,0,0,0,0,Woman
568006,39a11a3127afc740,xclick,/m/03bt1vf,1,0.259375,0.5075,0.19172899999999998,0.9962409999999999,1,1,0,0,0,Woman
22705,020abc4e653eb5d2,xclick,/m/03bt1vf,1,0.33,0.631875,0.338679,0.999057,1,1,0,0,0,Woman
1836890,bc0bda5f7dedfdbd,xclick,/m/03bt1vf,1,0.01375,0.04375,0.545,0.656667,1,0,0,0,0,Woman
841207,55e0327d9147bb5d,xclick,/m/03bt1vf,1,0.573242,0.594727,0.430454,0.52123,1,0,0,0,0,Woman
839571,55bca304970ec4bb,xclick,/m/03bt1vf,1,0.338125,0.608125,0.14728,0.590056,1,0,0,0,0,Woman
1967142,c95bf771b59e2c51,xclick,/m/03bt1vf,1,0.9425,0.999375,0.44538599999999995,0.655367,1,1,0,0,0,Woman
1712954,af3a5852c4de2c31,activemil,/m/03bt1vf,1,0.745313,0.8648440000000001,0.21979200000000002,0.529167,1,0,0,0,0,Woman
770884,4ea2c8a81ffde882,xclick,/m/03bt1vf,1,0.38875,0.6475,0.521008,0.994398,1,1,0,0,0,Woman
42786,0403dd684aa6519a,xclick,/m/03bt1vf,1,0.26125,0.304375,0.515556,0.708889,1,0,0,0,0,Woman
209340,14a871fa3edb307a,xclick,/m/03bt1vf,1,0.733333,0.829167,0.37,0.57625,1,0,0,0,0,Woman
2254289,e7bede49a850f8df,xclick,/m/03bt1vf,1,0.00625,0.218125,0.23916700000000002,0.775,1,1,0,0,0,Woman
1014759,67ae9f558152223a,xclick,/m/03bt1vf,1,0.199375,0.3,0.537523,0.766416,1,0,0,0,0,Woman
318748,201b792a1d256ad6,activemil,/m/03bt1vf,1,0.449375,0.578125,0.45497200000000004,0.702627,1,0,0,0,0,Woman
1867238,bf10b1efbbf3bdfa,xclick,/m/03bt1vf,1,0.217,0.279,0.4805390000000001,0.547904,1,0,0,0,0,Woman
183933,1227f2c546a927b7,xclick,/m/03bt1vf,1,0.0575,0.13,0.440833,0.621667,1,0,0,0,0,Woman
1126609,730ab14711f28392,xclick,/m/03bt1vf,1,0.734375,0.970625,0.43083299999999997,0.999167,1,1,0,0,0,Woman
899554,5bd286d8a0c5859b,xclick,/m/03bt1vf,1,0.19375,0.37125,0.193609,0.9981200000000001,1,1,0,0,0,Woman
2359855,f37dcba52d1a3a8e,xclick,/m/03bt1vf,1,0.720625,0.999375,0.75,0.998922,1,1,0,0,0,Woman
28333,02962498f1f249e5,activemil,/m/03bt1vf,1,0.526875,0.726875,0.566667,0.984167,1,1,0,0,0,Woman
39308,03b081ffa0e87d9b,xclick,/m/03bt1vf,1,0.2,0.649375,0.2975,0.999167,1,1,0,0,0,Woman
597534,3c98a58cf2e44b0c,xclick,/m/03bt1vf,1,0.251875,0.278125,0.546992,0.607143,1,0,0,0,0,Woman
652228,423ee21230044650,xclick,/m/03bt1vf,1,0.166265,0.525301,0.157324,0.998192,1,1,0,0,0,Woman
681005,4548af242ec28a5b,xclick,/m/03bt1vf,1,0.43583299999999997,0.568333,0.123333,0.611111,1,0,0,0,0,Woman
52719,04fa20246b414e6b,xclick,/m/03bt1vf,1,0.112273,0.716179,0.083682,0.775105,1,0,0,0,0,Woman
1702716,ae3012572c1ba3e2,activemil,/m/03bt1vf,1,0.415033,0.9509799999999999,0.212418,1.0,1,1,0,0,0,Woman
1669397,aad83095b2fc6642,xclick,/m/03bt1vf,1,0.218125,0.36125,0.84,0.999167,1,1,0,0,0,Woman
1019131,6816f0e8b0b28c3c,activemil,/m/03bt1vf,1,0.389375,0.595,0.257778,0.724444,1,0,0,0,0,Woman
2370024,f4bacb578752e510,xclick,/m/03bt1vf,1,0.06,0.47375,0.154426,0.999058,1,1,0,0,0,Woman
1458528,95064fd780389092,activemil,/m/03bt1vf,1,0.403125,0.965,0.17890799999999998,0.986817,0,1,0,0,0,Woman
60469,05b80b47263c542c,xclick,/m/03bt1vf,1,0.520625,0.605625,0.445,0.604167,1,0,0,0,0,Woman
896487,5b7a8a6b30a93d87,activemil,/m/03bt1vf,1,0.016886,0.80394,0.108125,0.980625,1,1,0,0,0,Woman
1462685,9576a2c901d60cd2,activemil,/m/03bt1vf,1,0.277778,0.675926,0.092593,0.8587959999999999,0,0,0,0,0,Woman
1161210,7679c8cade5391ee,xclick,/m/03bt1vf,1,0.212932,0.32553000000000004,0.326875,0.3725,1,0,0,0,0,Woman
1733261,b1595ea7feb5a0d0,xclick,/m/03bt1vf,1,0.13625,0.23125,0.333021,0.8789870000000001,1,0,0,0,0,Woman
2050627,d1cbb4f5147f594b,xclick,/m/03bt1vf,1,0.825,0.89625,0.354167,0.7175,1,0,0,0,0,Woman
1852451,bd979427cd6cd9ca,xclick,/m/03bt1vf,1,0.475625,0.53,0.696998,0.8986870000000001,0,0,0,0,0,Woman
630443,400fda2c5e4b1ce5,activemil,/m/03bt1vf,1,0.017894999999999998,0.7063159999999999,0.0022370000000000003,0.993289,1,1,0,0,0,Woman
1241610,7ec9ee88b4257834,xclick,/m/03bt1vf,1,0.220625,0.9,0.165,0.999375,1,1,0,0,0,Woman
125862,0c3fff4dd5a8faae,xclick,/m/03bt1vf,1,0.857843,0.988562,0.7614380000000001,0.9705879999999999,1,1,0,0,0,Woman
256857,19a9aeb52712f129,xclick,/m/03bt1vf,1,0.0,0.764925,0.1025,0.99875,1,1,0,0,0,Woman
1524268,9bc17f01f2a929be,xclick,/m/03bt1vf,1,0.35375,0.43125,0.324167,0.621667,1,0,0,0,0,Woman
2445560,fd206ec20fc6f29b,xclick,/m/03bt1vf,1,0.63875,0.709375,0.405379,0.615754,1,0,0,0,0,Woman
2139953,db35a11af86d69b5,xclick,/m/03bt1vf,1,0.056285,0.128518,0.5225,0.64,1,0,0,0,0,Woman
455012,2e249a10ee84ae3c,activemil,/m/03bt1vf,1,0.0,0.13281199999999999,0.58125,0.977083,1,1,0,0,0,Woman
2236339,e5ba3f0e51897763,xclick,/m/03bt1vf,1,0.836875,0.92375,0.353333,0.679167,1,0,0,0,0,Woman
872681,591cabc42bae30d7,xclick,/m/03bt1vf,1,0.8275,0.923333,0.83125,0.90125,1,0,0,0,0,Woman
984175,64872e5beda588b7,xclick,/m/03bt1vf,1,0.5847399999999999,0.729206,0.46298,0.9990629999999999,1,1,0,0,0,Woman
1565512,a01994604c8c9c08,activemil,/m/03bt1vf,1,0.084259,0.38611100000000004,0.25972199999999995,1.0,1,1,0,0,0,Woman
2103710,d75cc32549a8e570,activemil,/m/03bt1vf,1,0.039375,0.1475,0.421667,0.774167,1,0,0,0,0,Woman
2443988,fcf26fdca78346aa,xclick,/m/03bt1vf,1,0.598125,0.95,0.090056,0.9990620000000001,0,1,0,0,0,Woman
795997,5133086c52fb5420,xclick,/m/03bt1vf,1,0.17375,0.183125,0.299717,0.33270500000000003,1,0,0,0,0,Woman
1854884,bdd65445c2786db8,xclick,/m/03bt1vf,1,0.494375,0.75875,0.253333,0.999167,0,1,0,0,0,Woman
1908405,c341ba80f10ea07c,xclick,/m/03bt1vf,1,0.773921,0.896811,0.30125,0.4825,1,0,0,0,0,Woman
53553,051211c96342bbfc,xclick,/m/03bt1vf,1,0.7175,0.850625,0.21652399999999997,0.911681,0,0,0,0,0,Woman
353455,23c7a34e922597ad,xclick,/m/03bt1vf,1,0.2075,0.265,0.2725,0.333333,1,0,0,0,0,Woman
938909,5fe38991b2582864,xclick,/m/03bt1vf,1,0.0,0.15,0.0,0.6525,1,1,0,0,0,Woman
1922687,c4b24aa6dd47defe,xclick,/m/03bt1vf,1,0.66125,0.721875,0.425,0.521667,1,0,0,0,0,Woman
1801601,b870d7ebdbc9195c,xclick,/m/03bt1vf,1,0.11125,0.294375,0.185902,0.7490319999999999,1,0,0,0,0,Woman
188764,12a5183f4b604b2b,xclick,/m/03bt1vf,1,0.171875,0.211875,0.358333,0.491667,1,0,0,0,0,Woman
1093300,6fae976cf7aaee56,xclick,/m/03bt1vf,1,0.153001,0.8081149999999999,0.1075,0.999375,1,1,0,0,0,Woman
1027677,68f9da86d859a405,xclick,/m/03bt1vf,1,0.808125,0.89125,0.06512899999999999,0.443691,1,0,0,0,0,Woman
195248,1343dc2af55318d5,xclick,/m/03bt1vf,1,0.56125,0.626875,0.578799,0.802064,1,0,0,0,0,Woman
2302988,ed270d6311638921,xclick,/m/03bt1vf,1,0.024375,0.07875,0.238333,0.380833,0,0,0,0,0,Woman
1950412,c7a6aaa50da4d474,activemil,/m/03bt1vf,1,0.2925,0.86,0.10694200000000001,0.9315200000000001,1,0,0,0,0,Woman
386573,273311daeaf725b6,xclick,/m/03bt1vf,1,0.3225,0.3775,0.277778,0.455556,1,0,0,0,0,Woman
2247661,e706ff31f92a8ccd,xclick,/m/03bt1vf,1,0.054688,0.109375,0.541176,0.707353,0,0,0,1,0,Woman
1217174,7c4f643abae7abcc,xclick,/m/03bt1vf,1,0.539375,0.76875,0.553415,0.999124,1,1,0,0,0,Woman
13074,011b79201d3fa438,xclick,/m/03bt1vf,1,0.185,0.295625,0.27110700000000004,0.902439,0,0,0,0,0,Woman
1179597,786745e5d3d58c1d,activemil,/m/03bt1vf,1,0.181875,0.831875,0.163158,0.955263,1,0,0,0,0,Woman
1312399,860a03cdfb717c5b,xclick,/m/03bt1vf,1,0.45875,0.564375,0.223464,0.5074489999999999,1,0,0,0,0,Woman
620348,3f014c2ce42142bf,xclick,/m/03bt1vf,1,0.251875,0.7,0.17636,0.9990620000000001,1,1,0,0,0,Woman
645915,419f7f1d015e6b92,xclick,/m/03bt1vf,1,0.293125,0.335625,0.45778599999999997,0.677298,0,0,0,0,0,Woman
805399,522ee1fbb1e9a9c5,xclick,/m/03bt1vf,1,0.596875,0.649375,0.11246500000000001,0.278351,1,0,0,1,0,Woman
1303829,8527d2af7bbcd826,xclick,/m/03bt1vf,1,0.258594,0.276563,0.6764359999999999,0.726846,1,0,0,0,0,Woman
2093527,d65cd6877ee41036,xclick,/m/03bt1vf,1,0.00625,0.999375,0.413333,0.605833,1,1,1,0,0,Woman
1429778,9225efd9a55cb002,xclick,/m/03bt1vf,1,0.5725,0.7475,0.575,0.998333,1,1,0,0,0,Woman
790584,50a72c271a3daf38,xclick,/m/03bt1vf,1,0.805625,0.856875,0.670732,0.79925,1,0,0,0,0,Woman
761194,4d9914ea67a8d36e,xclick,/m/03bt1vf,1,0.5725,0.615833,0.508125,0.540625,1,0,0,0,0,Woman
1652554,a921b8bdd89afe27,xclick,/m/03bt1vf,1,0.16,0.165625,0.386525,0.41371199999999997,1,0,0,0,0,Woman
269495,1ae7a782eaf47c3d,xclick,/m/03bt1vf,1,0.723125,0.833125,0.10364100000000001,0.38282,1,0,0,0,0,Woman
1224917,7d1e763087a356fc,activemil,/m/03bt1vf,1,0.121875,0.285625,0.295283,0.9113209999999999,1,0,0,0,0,Woman
1969033,c99333d77926a7f6,xclick,/m/03bt1vf,1,0.845,0.9,0.798333,0.999167,1,0,0,1,0,Woman
1587884,a25edb1466924991,activemil,/m/03bt1vf,1,0.813125,0.99375,0.25422100000000003,0.988743,1,1,0,0,0,Woman
1523073,9ba2de8387efbe68,xclick,/m/03bt1vf,1,0.3,0.476667,0.286667,0.998333,1,1,0,0,0,Woman
1702681,ae2f2cde370d117c,xclick,/m/03bt1vf,1,0.65125,0.70875,0.276667,0.415,1,0,0,0,0,Woman
1835661,bbeb11e1bfba14d3,xclick,/m/03bt1vf,1,0.0,0.03625,0.261278,0.47556400000000004,1,1,0,0,0,Woman
1453577,948c092105cd98f0,xclick,/m/03bt1vf,1,0.398125,0.651875,0.05680900000000001,0.63035,1,0,0,0,0,Woman
193964,13261bea18eefe84,activemil,/m/03bt1vf,1,0.205078,0.49121099999999995,0.358073,0.865885,1,0,0,0,0,Woman
1729673,b0fb29c0ad42ec2d,xclick,/m/03bt1vf,1,0.867,0.963,0.299458,0.684282,1,0,0,0,0,Woman
1911116,c383f7986ee42dcf,xclick,/m/03bt1vf,1,0.44538500000000003,0.48307700000000003,0.374841,0.489199,1,0,0,0,0,Woman
2114644,d8917de96da904ba,activemil,/m/03bt1vf,1,0.611875,0.990625,0.088751,0.990712,0,1,0,1,0,Woman
1367790,8bc1df249bd065ac,xclick,/m/03bt1vf,1,0.52125,0.636875,0.5621470000000001,0.785311,1,0,0,0,0,Woman
1531947,9c8bf5f8767442b8,xclick,/m/03bt1vf,1,0.5112359999999999,0.998876,0.0,0.998713,1,1,0,0,0,Woman
298069,1e0430016a77300e,xclick,/m/03bt1vf,1,0.3375,0.478125,0.274167,0.999167,1,1,0,0,0,Woman
254242,19676d87a9459339,activemil,/m/03bt1vf,1,0.079687,0.48281199999999996,0.252083,0.995833,1,1,0,0,0,Woman
323319,208f502662fc42d5,xclick,/m/03bt1vf,1,0.51625,0.696875,0.195122,0.9033770000000001,1,0,0,0,0,Woman
820795,53bf2f7fc40f6b2f,xclick,/m/03bt1vf,1,0.0,0.034375,0.411654,0.46898500000000004,1,1,0,0,0,Woman
1152114,759cb11fe0f4b027,xclick,/m/03bt1vf,1,0.48,0.999375,0.0,0.945591,1,1,0,0,0,Woman
2151820,dc6a882d3740a128,xclick,/m/03bt1vf,1,0.593125,0.696875,0.217581,0.722367,1,0,0,0,0,Woman
2268272,e94499d8dc159e69,xclick,/m/03bt1vf,1,0.529091,0.742727,0.418182,0.9987879999999999,1,1,0,0,0,Woman
2375989,f56fc77dbb41989a,xclick,/m/03bt1vf,1,0.0,0.43456999999999996,0.561198,0.997396,0,1,0,0,0,Woman
2325818,efb1d38e45c94747,xclick,/m/03bt1vf,1,0.001185,0.126777,0.4757810000000001,0.855469,1,1,0,0,0,Woman
2166223,ddeb138142e8a45f,xclick,/m/03bt1vf,1,0.9575,0.999375,0.128333,0.220833,1,1,0,0,0,Woman
772526,4eca20e9509daf6c,xclick,/m/03bt1vf,1,0.40875,0.5175,0.544944,0.6985020000000001,1,0,0,0,0,Woman
186275,1268580485d3196a,xclick,/m/03bt1vf,1,0.71,0.82125,0.0,0.291045,1,1,0,0,0,Woman
2373076,f5129da24026bd8c,xclick,/m/03bt1vf,1,0.965,0.995625,0.320826,0.636023,1,1,0,0,0,Woman
83155,0800f9d9ea1f1b41,xclick,/m/03bt1vf,1,0.260625,0.42,0.383677,0.9352719999999999,1,0,0,0,0,Woman
679795,45283053e5fca6bb,xclick,/m/03bt1vf,1,0.41805600000000004,0.45,0.460417,0.54375,1,0,0,0,0,Woman
809156,5290b1973c8875a3,xclick,/m/03bt1vf,1,0.87125,0.920625,0.685833,0.911667,1,0,0,0,0,Woman
2010671,cdbb0b2c2a1f7d3f,xclick,/m/03bt1vf,1,0.45125,0.5025,0.272983,0.437148,1,0,0,0,0,Woman
57488,05735064d7b723c3,xclick,/m/03bt1vf,1,0.0,0.572289,0.475333,0.999333,1,0,0,0,0,Woman
1705874,ae866d27b207a0c5,activemil,/m/03bt1vf,1,0.645625,0.83,0.118333,0.891667,1,0,0,0,0,Woman
